,INVOICE_NO,CUSTOMER_ID,GENDER,AGE,CATEGORY,QUANTITY,PRICE,PAYMENT_METHOD,INVOICE_DATE,SHOPPING_MALL
5441,I136666,C288416,Male,50,Food & Beverage,2,10.46,Credit Card,2021-01-04,Mall of Istanbul
5442,I387350,C323654,Female,28,Books,4,60.6,Cash,2021-01-04,Mall of Istanbul
5443,I161367,C174660,Female,51,Cosmetics,4,162.64,Cash,2021-01-04,Kanyon
5444,I184819,C315063,Female,30,Food & Beverage,2,10.46,Debit Card,2021-01-04,Mall of Istanbul
5445,I230242,C651346,Female,67,Food & Beverage,4,20.92,Cash,2021-01-04,Kanyon
5446,I154005,C118866,Male,45,Shoes,5,3000.85,Credit Card,2021-01-04,Mall of Istanbul
5447,I157846,C301053,Female,41,Toys,2,71.68,Credit Card,2021-01-04,Zorlu Center
5448,I289876,C133840,Male,35,Food & Beverage,1,5.23,Credit Card,2021-01-04,Kanyon
5449,I180642,C145298,Female,37,Clothing,2,600.16,Credit Card,2021-01-04,Emaar Square Mall
5450,I109369,C206738,Male,38,Clothing,5,1500.4,Cash,2021-01-04,Mall of Istanbul
5451,I151896,C122871,Male,62,Clothing,1,300.08,Credit Card,2021-01-04,Kanyon
5452,I199426,C116824,Female,37,Cosmetics,5,203.3,Cash,2021-01-04,Metrocity
5453,I166883,C103802,Male,21,Clothing,4,1200.32,Cash,2021-01-04,Kanyon
5454,I632351,C199840,Female,40,Souvenir,2,23.46,Cash,2021-01-04,Metropol AVM
5455,I648608,C196425,Male,22,Toys,4,143.36,Cash,2021-01-04,Viaport Outlet
5456,I180057,C254070,Female,64,Clothing,1,300.08,Cash,2021-01-04,Kanyon
5457,I346272,C325156,Female,65,Books,1,15.15,Cash,2021-01-04,Istinye Park
5458,I792491,C245689,Male,58,Food & Beverage,1,5.23,Debit Card,2021-01-04,Metrocity
5459,I355416,C108278,Female,66,Food & Beverage,1,5.23,Credit Card,2021-01-04,Kanyon
5460,I122852,C244327,Female,24,Clothing,4,1200.32,Cash,2021-01-04,Istinye Park
5461,I339120,C652677,Female,50,Toys,4,143.36,Debit Card,2021-01-04,Zorlu Center
5462,I133697,C160627,Female,64,Clothing,1,300.08,Cash,2021-01-04,Mall of Istanbul
5463,I247173,C248339,Female,67,Food & Beverage,3,15.69,Cash,2021-01-04,Mall of Istanbul
5464,I273604,C158971,Female,22,Cosmetics,4,162.64,Cash,2021-01-04,Cevahir AVM
5465,I301843,C181679,Female,66,Clothing,3,900.24,Credit Card,2021-01-04,Metrocity
5466,I210155,C401284,Female,56,Clothing,4,1200.32,Debit Card,2021-01-04,Istinye Park
5467,I179629,C247873,Female,59,Clothing,3,900.24,Credit Card,2021-01-04,Forum Istanbul
5468,I110385,C177826,Female,18,Clothing,5,1500.4,Credit Card,2021-01-04,Kanyon
5469,I102229,C194316,Male,58,Food & Beverage,4,20.92,Credit Card,2021-01-04,Kanyon
5470,I108493,C304017,Female,28,Clothing,5,1500.4,Credit Card,2021-01-04,Istinye Park
5471,I634123,C844441,Female,34,Clothing,3,900.24,Cash,2021-01-04,Viaport Outlet
5472,I257160,C317952,Male,43,Clothing,3,900.24,Credit Card,2021-01-04,Metrocity
5473,I233943,C113124,Female,36,Books,5,75.75,Debit Card,2021-01-04,Metropol AVM
5474,I110105,C222927,Female,49,Clothing,1,300.08,Credit Card,2021-01-04,Istinye Park
5475,I272040,C143618,Male,38,Cosmetics,3,121.98,Cash,2021-01-04,Metrocity
5476,I424247,C307618,Male,50,Clothing,4,1200.32,Credit Card,2021-01-04,Mall of Istanbul
5477,I149358,C254244,Male,22,Clothing,3,900.24,Cash,2021-01-04,Mall of Istanbul
5478,I298408,C280623,Female,56,Clothing,5,1500.4,Cash,2021-01-04,Emaar Square Mall
5479,I284689,C225574,Male,50,Shoes,3,1800.51,Debit Card,2021-01-04,Viaport Outlet
5480,I108173,C725532,Female,40,Clothing,3,900.24,Credit Card,2021-01-04,Metrocity
5481,I240808,C164500,Male,19,Toys,5,179.2,Cash,2021-01-04,Kanyon
5482,I160360,C145278,Male,57,Toys,4,143.36,Debit Card,2021-01-04,Kanyon
5483,I133631,C113168,Male,24,Clothing,4,1200.32,Debit Card,2021-01-04,Kanyon
5484,I655202,C232887,Male,48,Clothing,3,900.24,Credit Card,2021-01-04,Mall of Istanbul
5485,I260664,C987781,Female,24,Clothing,1,300.08,Credit Card,2021-01-04,Kanyon
5486,I123315,C230018,Male,46,Clothing,2,600.16,Debit Card,2021-01-04,Zorlu Center
5487,I288156,C228445,Female,53,Clothing,3,900.24,Credit Card,2021-01-04,Istinye Park
5488,I143248,C950292,Female,58,Books,3,45.45,Cash,2021-01-04,Mall of Istanbul
5489,I286503,C130081,Male,42,Cosmetics,3,121.98,Cash,2021-01-04,Kanyon
5490,I143421,C876175,Female,50,Food & Beverage,2,10.46,Cash,2021-01-04,Cevahir AVM
5491,I115842,C299811,Male,19,Clothing,1,300.08,Debit Card,2021-01-04,Kanyon
5492,I146109,C468939,Male,36,Shoes,5,3000.85,Debit Card,2021-01-04,Mall of Istanbul
5493,I122690,C148241,Male,55,Clothing,5,1500.4,Credit Card,2021-01-04,Kanyon
5494,I729343,C178243,Male,28,Food & Beverage,1,5.23,Cash,2021-01-04,Zorlu Center
5495,I318599,C310429,Male,31,Technology,5,5250.0,Credit Card,2021-01-04,Metrocity
5496,I212343,C245276,Female,68,Cosmetics,2,81.32,Cash,2021-01-04,Mall of Istanbul
5497,I321632,C186191,Male,36,Clothing,5,1500.4,Cash,2021-01-04,Istinye Park
5498,I201528,C333819,Male,51,Food & Beverage,4,20.92,Credit Card,2021-01-04,Kanyon
5499,I991166,C189807,Male,31,Clothing,1,300.08,Credit Card,2021-01-04,Kanyon
5500,I310778,C943172,Female,69,Toys,1,35.84,Cash,2021-01-04,Kanyon
5501,I784742,C276308,Male,39,Clothing,2,600.16,Credit Card,2021-01-04,Forum Istanbul
5502,I240949,C152843,Male,33,Clothing,3,900.24,Cash,2021-01-04,Metropol AVM
5503,I333914,C265578,Female,25,Clothing,3,900.24,Credit Card,2021-01-04,Viaport Outlet
5504,I301310,C253889,Male,66,Shoes,1,600.17,Debit Card,2021-01-04,Metrocity
5505,I762274,C250261,Male,40,Food & Beverage,2,10.46,Cash,2021-01-04,Metrocity
5506,I973505,C290848,Male,66,Technology,2,2100.0,Cash,2021-01-04,Metropol AVM
5507,I271394,C145399,Female,44,Clothing,1,300.08,Debit Card,2021-01-04,Istinye Park
5508,I315852,C106858,Female,43,Food & Beverage,1,5.23,Cash,2021-01-04,Metrocity
5509,I207271,C126642,Female,19,Clothing,5,1500.4,Credit Card,2021-01-04,Istinye Park
5510,I290703,C715856,Male,44,Food & Beverage,4,20.92,Credit Card,2021-01-04,Metropol AVM
5511,I299049,C249614,Female,43,Clothing,2,600.16,Cash,2021-01-04,Mall of Istanbul
5512,I153065,C124498,Male,42,Food & Beverage,3,15.69,Credit Card,2021-01-04,Forum Istanbul
5513,I698332,C212445,Male,37,Clothing,2,600.16,Debit Card,2021-01-04,Mall of Istanbul
5514,I113894,C225118,Male,61,Clothing,2,600.16,Debit Card,2021-01-04,Istinye Park
5515,I293494,C270123,Male,66,Technology,5,5250.0,Credit Card,2021-01-04,Viaport Outlet
5516,I206273,C273687,Male,57,Clothing,3,900.24,Debit Card,2021-01-04,Metropol AVM
5517,I292050,C300329,Female,62,Food & Beverage,4,20.92,Credit Card,2021-01-04,Metrocity
5518,I199194,C184623,Female,37,Clothing,2,600.16,Cash,2021-01-04,Kanyon
5519,I326830,C198748,Female,39,Shoes,5,3000.85,Debit Card,2021-01-04,Istinye Park
5520,I319841,C167375,Female,31,Clothing,2,600.16,Cash,2021-01-04,Kanyon
5521,I264242,C143231,Female,30,Books,2,30.3,Credit Card,2021-01-04,Kanyon
5522,I253397,C927390,Female,28,Technology,1,1050.0,Cash,2021-01-04,Metrocity
5523,I309692,C159916,Female,60,Shoes,5,3000.85,Credit Card,2021-01-04,Emaar Square Mall
5524,I141608,C106870,Female,25,Cosmetics,1,40.66,Cash,2021-01-04,Mall of Istanbul
5525,I993130,C920208,Male,22,Clothing,1,300.08,Debit Card,2021-01-04,Viaport Outlet
5526,I178109,C247279,Female,49,Clothing,4,1200.32,Debit Card,2021-01-04,Istinye Park
5527,I257023,C151943,Female,69,Clothing,3,900.24,Credit Card,2021-01-04,Istinye Park
5528,I515640,C332245,Male,50,Clothing,1,300.08,Cash,2021-01-04,Istinye Park
5529,I312832,C793508,Male,66,Technology,3,3150.0,Debit Card,2021-01-05,Kanyon
5530,I865311,C297367,Female,18,Cosmetics,5,203.3,Cash,2021-01-05,Zorlu Center
5531,I243817,C303316,Female,55,Clothing,1,300.08,Credit Card,2021-01-05,Metropol AVM
5532,I294837,C113950,Female,24,Cosmetics,5,203.3,Credit Card,2021-01-05,Viaport Outlet
5533,I913227,C113170,Female,61,Cosmetics,5,203.3,Credit Card,2021-01-05,Mall of Istanbul
5534,I420139,C199269,Female,43,Clothing,4,1200.32,Cash,2021-01-05,Istinye Park
5535,I325355,C888576,Male,32,Toys,5,179.2,Credit Card,2021-01-05,Istinye Park
5536,I239868,C708284,Male,37,Cosmetics,2,81.32,Credit Card,2021-01-05,Istinye Park
5537,I210182,C288317,Female,47,Clothing,5,1500.4,Credit Card,2021-01-05,Metropol AVM
5538,I151860,C494721,Female,57,Clothing,1,300.08,Debit Card,2021-01-05,Kanyon
5539,I302070,C578488,Male,68,Cosmetics,5,203.3,Cash,2021-01-05,Zorlu Center
5540,I313436,C793484,Female,48,Souvenir,3,35.19,Cash,2021-01-05,Mall of Istanbul
5541,I866688,C356631,Male,20,Toys,2,71.68,Credit Card,2021-01-05,Mall of Istanbul
5542,I278751,C289168,Female,66,Clothing,5,1500.4,Credit Card,2021-01-05,Metropol AVM
5543,I288876,C323572,Female,35,Food & Beverage,1,5.23,Credit Card,2021-01-05,Kanyon
5544,I231825,C313450,Female,27,Food & Beverage,4,20.92,Credit Card,2021-01-05,Metropol AVM
5545,I723496,C219060,Female,59,Toys,5,179.2,Credit Card,2021-01-05,Metropol AVM
5546,I305915,C275714,Female,55,Souvenir,5,58.65,Credit Card,2021-01-05,Metropol AVM
5547,I205884,C157076,Male,65,Food & Beverage,1,5.23,Credit Card,2021-01-05,Viaport Outlet
5548,I177260,C163250,Female,42,Toys,5,179.2,Credit Card,2021-01-05,Emaar Square Mall
5549,I203621,C814288,Female,60,Cosmetics,5,203.3,Credit Card,2021-01-05,Mall of Istanbul
5550,I614632,C641643,Male,30,Clothing,4,1200.32,Credit Card,2021-01-05,Kanyon
5551,I317455,C290616,Male,62,Souvenir,1,11.73,Cash,2021-01-05,Emaar Square Mall
5552,I327646,C167809,Male,59,Clothing,2,600.16,Credit Card,2021-01-05,Forum Istanbul
5553,I269884,C220712,Male,25,Souvenir,1,11.73,Debit Card,2021-01-05,Emaar Square Mall
5554,I416175,C112899,Male,32,Clothing,4,1200.32,Cash,2021-01-05,Kanyon
5555,I113217,C173536,Female,23,Food & Beverage,5,26.15,Credit Card,2021-01-05,Mall of Istanbul
5556,I194522,C176947,Female,43,Food & Beverage,2,10.46,Credit Card,2021-01-05,Zorlu Center
5557,I321367,C201889,Female,61,Clothing,5,1500.4,Cash,2021-01-05,Cevahir AVM
5558,I247824,C309073,Female,21,Clothing,3,900.24,Cash,2021-01-05,Kanyon
5559,I834335,C740421,Male,35,Toys,5,179.2,Cash,2021-01-05,Forum Istanbul
5560,I771855,C103356,Female,46,Clothing,2,600.16,Credit Card,2021-01-05,Mall of Istanbul
5561,I302420,C208479,Female,28,Food & Beverage,4,20.92,Credit Card,2021-01-05,Metropol AVM
5562,I128133,C531015,Female,22,Clothing,4,1200.32,Credit Card,2021-01-05,Kanyon
5563,I958194,C105920,Male,30,Clothing,4,1200.32,Cash,2021-01-05,Kanyon
5564,I320221,C479361,Male,52,Clothing,3,900.24,Credit Card,2021-01-05,Mall of Istanbul
5565,I176476,C974230,Female,34,Clothing,2,600.16,Debit Card,2021-01-05,Istinye Park
5566,I329603,C446632,Female,50,Clothing,2,600.16,Credit Card,2021-01-05,Cevahir AVM
5567,I310426,C214620,Female,45,Cosmetics,5,203.3,Cash,2021-01-05,Istinye Park
5568,I106240,C235783,Female,58,Clothing,2,600.16,Credit Card,2021-01-05,Metropol AVM
5569,I115934,C784443,Male,41,Books,4,60.6,Cash,2021-01-05,Mall of Istanbul
5570,I249342,C803082,Male,31,Clothing,2,600.16,Credit Card,2021-01-05,Viaport Outlet
5571,I793791,C108106,Female,50,Clothing,1,300.08,Credit Card,2021-01-05,Zorlu Center
5572,I170098,C442273,Female,27,Clothing,3,900.24,Debit Card,2021-01-05,Istinye Park
5573,I581386,C284252,Female,48,Food & Beverage,4,20.92,Cash,2021-01-05,Forum Istanbul
5574,I110971,C250074,Male,66,Clothing,5,1500.4,Credit Card,2021-01-05,Mall of Istanbul
5575,I604555,C294564,Female,50,Shoes,1,600.17,Cash,2021-01-05,Kanyon
5576,I743746,C840206,Male,48,Clothing,4,1200.32,Cash,2021-01-05,Emaar Square Mall
5577,I412481,C125696,Female,27,Food & Beverage,1,5.23,Cash,2021-01-05,Cevahir AVM
5578,I333452,C857841,Male,52,Food & Beverage,2,10.46,Cash,2021-01-05,Zorlu Center
5579,I244230,C201928,Female,23,Clothing,3,900.24,Debit Card,2021-01-05,Forum Istanbul
5580,I792782,C632102,Male,19,Books,4,60.6,Cash,2021-01-05,Metrocity
5581,I208790,C605177,Female,48,Food & Beverage,5,26.15,Credit Card,2021-01-05,Mall of Istanbul
5582,I189193,C202385,Female,34,Clothing,1,300.08,Credit Card,2021-01-05,Kanyon
5583,I315526,C143416,Male,37,Clothing,1,300.08,Credit Card,2021-01-05,Kanyon
5584,I240127,C130381,Male,50,Cosmetics,5,203.3,Cash,2021-01-05,Zorlu Center
5585,I163656,C208050,Female,43,Shoes,5,3000.85,Debit Card,2021-01-05,Mall of Istanbul
5586,I137544,C115239,Male,63,Shoes,1,600.17,Cash,2021-01-05,Metrocity
5587,I172410,C184973,Male,60,Clothing,5,1500.4,Debit Card,2021-01-05,Emaar Square Mall
5588,I257072,C265995,Female,44,Clothing,1,300.08,Credit Card,2021-01-05,Kanyon
5589,I160548,C431949,Female,33,Shoes,2,1200.34,Credit Card,2021-01-05,Kanyon
5590,I327960,C245013,Male,54,Souvenir,4,46.92,Debit Card,2021-01-05,Metropol AVM
5591,I883327,C988090,Male,59,Toys,5,179.2,Credit Card,2021-01-05,Istinye Park
5592,I198405,C210026,Male,53,Cosmetics,3,121.98,Debit Card,2021-01-05,Mall of Istanbul
5593,I793616,C336483,Female,25,Shoes,4,2400.68,Credit Card,2021-01-05,Mall of Istanbul
5594,I229196,C776609,Female,52,Toys,5,179.2,Cash,2021-01-05,Metrocity
5595,I856432,C137309,Female,49,Clothing,5,1500.4,Credit Card,2021-01-05,Istinye Park
5596,I280951,C694358,Female,67,Souvenir,2,23.46,Credit Card,2021-01-05,Forum Istanbul
5597,I135168,C136245,Female,55,Toys,1,35.84,Debit Card,2021-01-05,Emaar Square Mall
5598,I400017,C238223,Male,29,Clothing,2,600.16,Cash,2021-01-05,Istinye Park
5599,I628378,C200509,Female,18,Toys,4,143.36,Debit Card,2021-01-05,Mall of Istanbul
5600,I330860,C274727,Female,53,Shoes,4,2400.68,Cash,2021-01-05,Metrocity
5601,I100464,C129826,Male,44,Clothing,2,600.16,Debit Card,2021-01-05,Mall of Istanbul
5602,I245756,C259632,Female,60,Cosmetics,3,121.98,Credit Card,2021-01-05,Metrocity
5603,I397582,C152598,Female,57,Books,5,75.75,Credit Card,2021-01-05,Metropol AVM
5604,I149233,C305092,Male,49,Food & Beverage,2,10.46,Credit Card,2021-01-05,Kanyon
5605,I148777,C636358,Female,44,Shoes,5,3000.85,Debit Card,2021-01-05,Istinye Park
5606,I268903,C319678,Male,63,Clothing,3,900.24,Credit Card,2021-01-05,Viaport Outlet
5607,I795472,C163459,Female,65,Clothing,1,300.08,Credit Card,2021-01-05,Mall of Istanbul
5608,I773900,C368389,Female,46,Food & Beverage,3,15.69,Credit Card,2021-01-05,Cevahir AVM
5609,I237899,C820137,Male,67,Cosmetics,4,162.64,Debit Card,2021-01-05,Zorlu Center
5610,I966730,C702010,Male,43,Toys,1,35.84,Cash,2021-01-05,Istinye Park
5611,I223300,C274896,Male,49,Souvenir,5,58.65,Cash,2021-01-05,Metropol AVM
5612,I220774,C240257,Female,68,Clothing,3,900.24,Cash,2021-01-05,Kanyon
5613,I859110,C258360,Male,23,Toys,1,35.84,Credit Card,2021-01-05,Mall of Istanbul
5614,I232545,C136590,Male,42,Clothing,5,1500.4,Cash,2021-01-05,Metrocity
5615,I584796,C151897,Male,46,Shoes,1,600.17,Credit Card,2021-01-05,Mall of Istanbul
5616,I254566,C303265,Female,54,Clothing,1,300.08,Cash,2021-01-05,Istinye Park
5617,I313341,C395241,Male,65,Books,4,60.6,Credit Card,2021-01-05,Cevahir AVM
5618,I242181,C236684,Female,39,Shoes,1,600.17,Cash,2021-01-05,Mall of Istanbul
5619,I254020,C162061,Female,47,Shoes,2,1200.34,Cash,2021-01-05,Kanyon
5620,I652573,C279906,Female,58,Food & Beverage,3,15.69,Debit Card,2021-01-05,Kanyon
5621,I158938,C132682,Female,56,Cosmetics,5,203.3,Cash,2021-01-05,Forum Istanbul
5622,I157453,C286902,Male,24,Toys,4,143.36,Credit Card,2021-01-05,Mall of Istanbul
5623,I551142,C250165,Female,46,Souvenir,1,11.73,Debit Card,2021-01-05,Forum Istanbul
5624,I296951,C101866,Male,66,Clothing,1,300.08,Credit Card,2021-01-05,Mall of Istanbul
5625,I159014,C280397,Female,57,Clothing,3,900.24,Credit Card,2021-01-05,Kanyon
5626,I698084,C276509,Female,38,Clothing,2,600.16,Credit Card,2021-01-05,Kanyon
5627,I311070,C150971,Female,47,Clothing,4,1200.32,Cash,2021-01-05,Mall of Istanbul
5628,I642499,C911676,Male,52,Toys,1,35.84,Credit Card,2021-01-05,Metrocity
5629,I227514,C153907,Male,54,Food & Beverage,5,26.15,Debit Card,2021-01-05,Mall of Istanbul
5630,I648561,C121560,Male,19,Food & Beverage,3,15.69,Credit Card,2021-01-05,Metrocity
5631,I309139,C173917,Female,35,Clothing,5,1500.4,Cash,2021-01-05,Zorlu Center
5632,I205281,C289450,Male,20,Books,1,15.15,Cash,2021-01-05,Istinye Park
5633,I137488,C567815,Female,67,Cosmetics,1,40.66,Debit Card,2021-01-05,Metrocity
5634,I103374,C965439,Female,27,Cosmetics,2,81.32,Cash,2021-01-05,Zorlu Center
5635,I191381,C175877,Female,50,Books,2,30.3,Cash,2021-01-05,Zorlu Center
5636,I362888,C335825,Male,55,Food & Beverage,1,5.23,Cash,2021-01-05,Kanyon
5637,I103611,C148334,Female,36,Clothing,3,900.24,Cash,2021-01-05,Viaport Outlet
5638,I289464,C238087,Female,69,Toys,3,107.52,Credit Card,2021-01-05,Metrocity
5639,I336719,C221672,Male,29,Souvenir,5,58.65,Credit Card,2021-01-05,Viaport Outlet
5640,I180653,C269351,Male,36,Clothing,1,300.08,Cash,2021-01-05,Zorlu Center
5641,I225789,C230702,Female,64,Clothing,2,600.16,Cash,2021-01-05,Mall of Istanbul
5642,I622019,C813391,Female,20,Technology,1,1050.0,Debit Card,2021-01-06,Viaport Outlet
5643,I203615,C139306,Male,23,Books,1,15.15,Cash,2021-01-06,Viaport Outlet
5644,I290311,C254715,Male,66,Cosmetics,4,162.64,Cash,2021-01-06,Metropol AVM
5645,I122122,C250875,Female,46,Clothing,4,1200.32,Cash,2021-01-06,Mall of Istanbul
5646,I311819,C731926,Female,30,Souvenir,1,11.73,Credit Card,2021-01-06,Zorlu Center
5647,I272542,C534236,Female,68,Food & Beverage,2,10.46,Credit Card,2021-01-06,Metropol AVM
5648,I233972,C251759,Male,44,Toys,5,179.2,Credit Card,2021-01-06,Emaar Square Mall
5649,I316963,C278550,Male,67,Shoes,2,1200.34,Cash,2021-01-06,Kanyon
5650,I124302,C549015,Male,42,Shoes,5,3000.85,Cash,2021-01-06,Viaport Outlet
5651,I128091,C286419,Male,27,Clothing,4,1200.32,Cash,2021-01-06,Mall of Istanbul
5652,I179015,C309149,Female,56,Cosmetics,1,40.66,Cash,2021-01-06,Metropol AVM
5653,I270108,C203750,Female,32,Shoes,2,1200.34,Debit Card,2021-01-06,Metropol AVM
5654,I170466,C108984,Male,39,Books,3,45.45,Debit Card,2021-01-06,Metrocity
5655,I293236,C180724,Female,44,Clothing,2,600.16,Cash,2021-01-06,Mall of Istanbul
5656,I419364,C918014,Male,42,Toys,3,107.52,Cash,2021-01-06,Kanyon
5657,I315462,C153437,Male,43,Shoes,5,3000.85,Cash,2021-01-06,Metropol AVM
5658,I332703,C851650,Female,26,Food & Beverage,4,20.92,Cash,2021-01-06,Metrocity
5659,I294220,C217029,Male,24,Cosmetics,3,121.98,Credit Card,2021-01-06,Viaport Outlet
5660,I225215,C315211,Male,66,Shoes,2,1200.34,Credit Card,2021-01-06,Istinye Park
5661,I131217,C239560,Male,45,Food & Beverage,4,20.92,Credit Card,2021-01-06,Istinye Park
5662,I253767,C161128,Female,47,Clothing,4,1200.32,Debit Card,2021-01-06,Cevahir AVM
5663,I941968,C174603,Male,41,Food & Beverage,5,26.15,Credit Card,2021-01-06,Istinye Park
5664,I224113,C844221,Female,63,Clothing,3,900.24,Credit Card,2021-01-06,Zorlu Center
5665,I155023,C314418,Female,42,Technology,2,2100.0,Cash,2021-01-06,Mall of Istanbul
5666,I672527,C557071,Male,32,Toys,5,179.2,Credit Card,2021-01-06,Istinye Park
5667,I103857,C196906,Male,28,Shoes,2,1200.34,Credit Card,2021-01-06,Mall of Istanbul
5668,I263712,C298769,Female,65,Toys,3,107.52,Cash,2021-01-06,Metrocity
5669,I310170,C281237,Male,35,Food & Beverage,1,5.23,Cash,2021-01-06,Forum Istanbul
5670,I332834,C136687,Female,58,Food & Beverage,4,20.92,Credit Card,2021-01-06,Metropol AVM
5671,I260889,C170598,Male,45,Shoes,4,2400.68,Credit Card,2021-01-06,Mall of Istanbul
5672,I291322,C308837,Female,23,Food & Beverage,1,5.23,Cash,2021-01-06,Kanyon
5673,I144122,C100309,Male,53,Clothing,2,600.16,Credit Card,2021-01-06,Kanyon
5674,I201102,C298181,Male,43,Food & Beverage,1,5.23,Debit Card,2021-01-06,Cevahir AVM
5675,I265444,C199576,Female,64,Cosmetics,3,121.98,Cash,2021-01-06,Kanyon
5676,I125265,C296701,Female,38,Clothing,2,600.16,Debit Card,2021-01-06,Metrocity
5677,I318930,C924566,Male,31,Clothing,1,300.08,Cash,2021-01-06,Viaport Outlet
5678,I377039,C242458,Male,66,Food & Beverage,5,26.15,Credit Card,2021-01-06,Cevahir AVM
5679,I263358,C141308,Male,33,Clothing,1,300.08,Credit Card,2021-01-06,Metrocity
5680,I178419,C206491,Male,30,Shoes,3,1800.51,Debit Card,2021-01-06,Istinye Park
5681,I261286,C282661,Male,51,Cosmetics,1,40.66,Credit Card,2021-01-06,Viaport Outlet
5682,I420041,C103583,Male,55,Clothing,4,1200.32,Credit Card,2021-01-06,Zorlu Center
5683,I187612,C154759,Male,59,Clothing,4,1200.32,Cash,2021-01-06,Metrocity
5684,I266530,C311181,Female,60,Shoes,5,3000.85,Cash,2021-01-06,Metrocity
5685,I300768,C725843,Female,23,Clothing,2,600.16,Debit Card,2021-01-06,Metropol AVM
5686,I105690,C198888,Female,31,Clothing,4,1200.32,Cash,2021-01-06,Kanyon
5687,I897225,C162274,Female,37,Cosmetics,5,203.3,Debit Card,2021-01-06,Kanyon
5688,I270010,C269614,Female,34,Books,2,30.3,Cash,2021-01-06,Istinye Park
5689,I572164,C240333,Female,47,Souvenir,2,23.46,Credit Card,2021-01-06,Metrocity
5690,I180834,C279225,Female,29,Shoes,5,3000.85,Debit Card,2021-01-06,Viaport Outlet
5691,I241404,C851984,Male,69,Shoes,5,3000.85,Cash,2021-01-06,Metrocity
5692,I860770,C433016,Female,42,Technology,2,2100.0,Credit Card,2021-01-06,Viaport Outlet
5693,I181373,C115034,Female,36,Shoes,4,2400.68,Debit Card,2021-01-06,Mall of Istanbul
5694,I264179,C301320,Male,62,Clothing,1,300.08,Credit Card,2021-01-06,Zorlu Center
5695,I673592,C225547,Female,62,Clothing,5,1500.4,Debit Card,2021-01-06,Forum Istanbul
5696,I337323,C235848,Male,38,Clothing,3,900.24,Cash,2021-01-06,Metropol AVM
5697,I128243,C166107,Female,51,Clothing,5,1500.4,Credit Card,2021-01-06,Metrocity
5698,I276858,C160099,Female,44,Food & Beverage,5,26.15,Credit Card,2021-01-06,Forum Istanbul
5699,I239985,C131520,Female,61,Clothing,4,1200.32,Cash,2021-01-06,Kanyon
5700,I138310,C507902,Male,46,Clothing,3,900.24,Debit Card,2021-01-06,Metropol AVM
5701,I127729,C239417,Female,34,Food & Beverage,5,26.15,Credit Card,2021-01-06,Forum Istanbul
5702,I251942,C318989,Female,52,Technology,2,2100.0,Credit Card,2021-01-06,Kanyon
5703,I290235,C302324,Female,24,Technology,5,5250.0,Credit Card,2021-01-06,Zorlu Center
5704,I777810,C286440,Male,19,Technology,1,1050.0,Credit Card,2021-01-06,Mall of Istanbul
5705,I318757,C204080,Female,31,Technology,3,3150.0,Credit Card,2021-01-06,Zorlu Center
5706,I150291,C726913,Female,45,Clothing,3,900.24,Credit Card,2021-01-06,Metropol AVM
5707,I258216,C210659,Female,67,Food & Beverage,3,15.69,Cash,2021-01-06,Mall of Istanbul
5708,I333785,C320084,Female,46,Clothing,5,1500.4,Credit Card,2021-01-06,Cevahir AVM
5709,I128982,C948309,Female,58,Food & Beverage,5,26.15,Credit Card,2021-01-06,Metrocity
5710,I598096,C196206,Male,37,Toys,1,35.84,Credit Card,2021-01-06,Metrocity
5711,I288837,C326090,Male,67,Shoes,4,2400.68,Credit Card,2021-01-06,Mall of Istanbul
5712,I289508,C308014,Female,64,Clothing,5,1500.4,Debit Card,2021-01-06,Viaport Outlet
5713,I306748,C107037,Female,27,Cosmetics,4,162.64,Credit Card,2021-01-06,Kanyon
5714,I890710,C856064,Female,30,Shoes,3,1800.51,Credit Card,2021-01-06,Metrocity
5715,I883500,C315777,Male,24,Clothing,4,1200.32,Debit Card,2021-01-06,Metrocity
5716,I740145,C121918,Female,36,Clothing,5,1500.4,Debit Card,2021-01-06,Istinye Park
5717,I125103,C144688,Male,19,Cosmetics,1,40.66,Debit Card,2021-01-06,Mall of Istanbul
5718,I857629,C276799,Female,29,Food & Beverage,2,10.46,Debit Card,2021-01-06,Emaar Square Mall
5719,I223551,C218348,Male,23,Toys,3,107.52,Debit Card,2021-01-06,Kanyon
5720,I350145,C248333,Male,43,Clothing,5,1500.4,Credit Card,2021-01-06,Mall of Istanbul
5721,I132964,C147897,Female,46,Cosmetics,3,121.98,Debit Card,2021-01-06,Metropol AVM
5722,I155674,C177673,Female,63,Clothing,3,900.24,Credit Card,2021-01-06,Viaport Outlet
5723,I106900,C939036,Male,58,Clothing,3,900.24,Cash,2021-01-06,Mall of Istanbul
5724,I206924,C599921,Female,38,Cosmetics,3,121.98,Credit Card,2021-01-06,Mall of Istanbul
5725,I266090,C978304,Female,66,Books,1,15.15,Cash,2021-01-06,Istinye Park
5726,I197403,C800621,Female,67,Food & Beverage,5,26.15,Credit Card,2021-01-06,Zorlu Center
5727,I684471,C216531,Male,46,Food & Beverage,3,15.69,Cash,2021-01-06,Metrocity
5728,I173691,C201377,Female,30,Food & Beverage,5,26.15,Credit Card,2021-01-06,Mall of Istanbul
5729,I269979,C270360,Female,48,Clothing,1,300.08,Credit Card,2021-01-06,Istinye Park
5730,I444178,C182943,Male,62,Shoes,3,1800.51,Cash,2021-01-06,Kanyon
